mood,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Calm,Make Luv,Make Luv,Brent Faiyaz,2CInzVilMduj9L8dDXwyUA,2018-02-09,62,193309,0.661,0.441,0.413,4.19e-05,0.114,0.276,-9.069,0.218,143.974,8,4
Calm,Cool Side Of The Pillow,Cool Side Of The Pillow,Kyle Dion,1UBCUQp3areFyJZjTwLz9g,2017-07-15,39,223781,0.479,0.409,0.646,0.0,0.174,0.369,-7.205,0.207,149.096,5,4
Calm,Stoop So Low,Stoop So Low,Alextbh,3DNsBFRbQWxygrn4UsqvTF,2016-11-07,49,197938,0.426,0.67,0.397,0.0,0.109,0.335,-9.089,0.0546,87.424,4,1
Calm,If This Is Love,The Everlasting Wave,Xavier Omär,2v9TxPdblHMBRir1y9uIqw,2016-10-15,47,220300,0.74,0.226,0.472,0.000208,0.225,0.305,-9.757,0.0989,104.044,0,4
Calm,Sativa,Trip,Jhené Aiko,2pg2TiYo9Rb8KeB5JjP7jS,2017-09-22,75,276960,0.741,0.316,0.61,0.0,0.534,0.72,-7.34,0.0511,125.99,6,4
Calm,One Night Only,One Night Only,Sonder,74fQgHleHZ4V7Gm1XYcGkj,2018-02-09,66,195909,0.874,0.263,0.402,0.00094,0.147,0.764,-5.786,0.0691,119.99,4,4
Calm,Late Night Drive,Late Night Drive,Yo Trane,0K83VVfg5Y4bPoZ4kmytKH,2016-04-19,53,252371,0.491,0.382,0.375,0.0,0.103,0.19,-10.031,0.2,97.116,6,4
Calm,Belong to You (feat. 6LACK),About Time,Sabrina Claudio,2I88NEWpKrAPZuapXNV5G6,2017-10-05,65,185617,0.605,0.274,0.553,0.0152,0.184,0.62,-10.845,0.101,152.076,10,4
Calm,Searchin,Into,Sonder,2WcPWXOjoDKDVouyyWV8Eq,2017-01-27,55,264242,0.718,0.148,0.396,1.08e-05,0.176,0.338,-12.539,0.0357,103.994,10,4
Calm,Who Hurt You?,Who Hurt You?,Daniel Caesar,23c9gmiiv7RCu7twft0Mym,2018-10-16,69,231964,0.649,0.586,0.493,0.000167,0.0667,0.277,-7.645,0.11,104.542,11,4
Calm,Gang Over Luv,Sonder Son,Brent Faiyaz,7LaI3mRTJu66r9HKdv7iBx,2017-10-13,66,204841,0.781,0.0408,0.277,0.000339,0.0754,0.302,-9.35,0.326,163.987,8,4
Calm,Carry Me Home,Project 11,Jorja Smith,6fracv4du3sDwo1XKcPrkw,2016-11-17,58,282329,0.471,0.633,0.352,2.75e-05,0.115,0.102,-9.699,0.0391,118.333,2,3
Calm,Lil Thing,Lil Thing,Knox Fortune,3q6ygCZID0OKj6MUxInB48,2017-07-21,51,206967,0.713,0.262,0.755,0.000114,0.0947,0.625,-4.577,0.151,155.939,7,4
Calm,Memory,Memory,Mark Dohner,76NisTyoEBtIfKRxduYgZx,2020-03-20,40,188915,0.648,0.308,0.466,0.0,0.407,0.147,-9.479,0.0451,129.87,7,4
Calm,No Love in LA,No Love in LA,Mark Dohner,7uvspaECmvMLTx8gJGBZOC,2020-01-31,33,162967,0.729,0.0601,0.629,1.21e-05,0.151,0.35,-6.344,0.0472,98.045,7,4
Calm,Yellow Hearts,Yellow Hearts,Ant Saunders,2W4yABdLc4Jnds67Poi5Nl,2019-06-18,70,223257,0.866,0.177,0.438,0.0,0.0743,0.695,-8.943,0.0719,129.039,7,4
Calm,Feel,Into,Sonder,1uverlfbbG8InEPioAwB8y,2017-01-27,54,232502,0.455,0.525,0.255,0.00176,0.382,0.195,-14.512,0.0377,131.959,6,4
Calm,El Dorado,Peak,Choker,6x93hzBoL7HpirMN2P48co,2017-05-06,45,230400,0.469,0.0127,0.697,0.000116,0.329,0.362,-5.815,0.0312,149.921,4,4
Calm,Smile,Smile,Leven Kali,5Wbjjde5ez7sx22OtmrXKV,2017-05-25,53,218050,0.772,0.192,0.551,0.00175,0.108,0.635,-8.667,0.099,104.969,0,4
Calm,Stay Down,Sonder Son,Brent Faiyaz,4mwiRPRAUSSFD6lJ86m98B,2017-10-13,61,207325,0.551,0.617,0.301,1.1e-05,0.136,0.488,-13.065,0.111,84.695,11,4
Calm,Electric Love,Dopamine,BØRNS,2GiJYvgVaD2HtM8GqD9EgQ,2015-10-16,83,218106,0.611,0.00543,0.797,0.00137,0.26,0.518,-7.627,0.0533,120.041,6,4
Calm,American Money,Dopamine,BØRNS,4AewKenHXKBt643p473xCk,2015-10-16,68,260986,0.542,0.0226,0.867,0.00347,0.116,0.326,-5.26,0.0813,134.984,6,4
Calm,Baianá,Baianá,Bakermat,3iCO0ZekWPK6rmLnDjejLB,2019-10-31,49,180842,0.564,0.000741,0.723,0.672,0.543,0.466,-6.983,0.0702,121.97,2,4
Calm,Talk Too Much,How Will You Know If You Never Try,COIN,4djIFfof5TpbSGRZUpsTXq,2017-04-21,73,187133,0.598,0.00947,0.888,0.0,0.347,0.482,-5.119,0.0807,103.966,4,4
Calm,NUMB,NUMB,Hayden James,4JEwMJFPyAl6nNw0UQTwIu,2017-10-06,0,217296,0.623,0.194,0.562,0.0,0.091,0.411,-7.08,0.0415,147.906,10,4
Calm,Why Don't You Come On,Why Don't You Come On,DJDS,57MRdGJYqG7yqBeApkc25e,2017-08-31,0,199980,0.67,0.0771,0.677,0.0,0.188,0.348,-5.554,0.0664,128.088,1,4
Calm,Been Away,Fuck The World,Brent Faiyaz,5PvVkf1Yuq3XyMqqjPiKPd,2020-02-07,71,223629,0.602,0.477,0.5,5.69e-05,0.295,0.395,-9.377,0.298,132.798,8,4
Calm,INNERSTATE,INNERSTATE,Zaia,5yQK2KygOPaDjgFutqlqRv,2020-04-24,29,162773,0.714,0.00518,0.609,0.018,0.116,0.247,-7.811,0.0599,167.89,0,4
Calm,The Worst In Me,BUBBA,KAYTRANADA,4cOVTA2GfYTHw99AJDQpHo,2019-12-13,58,226720,0.784,0.00936,0.645,0.000132,0.117,0.59,-7.325,0.402,109.978,10,4
Calm,Rehab (Winter In Paris),Fuck The World,Brent Faiyaz,0zWbYGQq5O1KQd0iqzgjP6,2020-02-07,71,180303,0.549,0.809,0.242,8.1e-05,0.127,0.286,-11.692,0.038,144.211,5,4
Calm,Dead Man Walking,Dead Man Walking,Brent Faiyaz,5VlTQnZO89Ioku8ssdbqJk,2020-09-18,77,247079,0.505,0.279,0.267,0.0,0.096,0.439,-13.763,0.05,143.929,9,4
Calm,Biking,Biking,Frank Ocean,2q0VexHJirnUPnEOhr2DxK,2017-04-10,69,277520,0.673,0.681,0.463,4.9e-06,0.0907,0.268,-7.247,0.191,147.981,2,4
Calm,MODUS,Nectar,Joji,5SjtAe7xzUgHDtNTmt8zS7,2020-09-25,69,207265,0.738,0.183,0.533,0.000252,0.115,0.262,-7.617,0.0492,132.008,7,4
Calm,Daylight,Nectar,Joji,6Ww8GHdPCl8MqZBhPn4LKd,2020-09-25,0,163905,0.526,0.00517,0.751,0.000112,0.0954,0.739,-7.573,0.0479,163.933,7,4
Calm,Gimme Love,Nectar,Joji,0HItcI6qN6Dr4MC3CZryQh,2020-09-25,73,214557,0.484,0.695,0.632,0.0243,0.209,0.0736,-6.917,0.0976,126.384,5,3
Calm,CPR,Last Day Of Summer,Summer Walker,5Tp4UJvnsF4Zd05k0zXUte,2018-10-19,63,203240,0.693,0.637,0.369,0.00335,0.0951,0.141,-12.683,0.175,140.148,7,4
Calm,Care,Into,Sonder,3tkxfORwPo2zydAf25YFOc,2017-01-27,56,164488,0.36,0.889,0.182,7.53e-06,0.117,0.098,-16.803,0.0388,126.721,10,3
Calm,Fuck The World (Summer in London),Fuck The World,Brent Faiyaz,2CzUlaKN1mvb0szagSR3ux,2020-02-07,72,236703,0.679,0.873,0.281,0.00335,0.215,0.234,-15.506,0.184,74.996,3,4
Calm,Ooh Nah Nah (feat. Masego),Ooh Nah Nah (feat. Masego),SiR,6NblUCwJXYkQlQ6LhcmSlQ,2017-01-23,57,240000,0.85,0.052,0.273,2.22e-06,0.104,0.572,-11.567,0.278,116.894,7,4
